1541054751500, Procedure Started
1541054758830, Stimulus Disappear: (868.0824329625088, 463.04406166081935), (22.01035522613573, 9.799641520506277)
1541054758926, Stimulus Appear: (865.3560971642908, 461.9683127830339), (21.71649810392736, 9.668807900316896)
1541054759023, Stimulus Disappear: (863.0949922403961, 461.073423058146), (21.471870931380842, 9.559892865893264)
1541054759117, Stimulus Appear: (859.9785159939611, 459.8360023714031), (21.133351586798835, 9.40917434315351)
1541054759230, Stimulus Disappear: (856.8298376932604, 458.58113228047023), (20.789756989674366, 9.256196172396667)
1541054759326, Stimulus Appear: (854.1714239386604, 457.5180362608111), (20.498437493737228, 9.126492376215829)
1541054759422, Stimulus Disappear: (851.5277027523248, 456.45756326318326), (20.20762552305433, 8.997014544836698)
1541054759518, Stimulus Appear: (848.880077170243, 455.3923026001311), (19.9152909766087, 8.866858819052442)
1541054759630, Stimulus Disappear: (845.7898105975391, 454.1449098923181), (19.572711429992726, 8.714332577899018)
1541054759726, Stimulus Appear: (843.1677146490434, 453.08311943800135), (19.28088440880134, 8.584402816916471)
1541054759823, Stimulus Disappear: (840.9723698455798, 452.1917775383364), (19.035749711000573, 8.47526181769113)
1541054759918, Stimulus Appear: (837.9332396304217, 450.95433315040293), (18.69520026540158, 8.323639435744541)
1541054760030, Stimulus Disappear: (834.9108122377708, 449.71968864490407), (18.355158345056836, 8.172243018599659)
1541054760126, Stimulus Appear: (832.3264210701306, 448.6608532184224), (18.063331323865448, 8.042313257617112)
1541054760254, Stimulus Disappear: (830.1666388600532, 447.77379601229705), (17.81870415131893, 7.93339822319348)
1541054760318, Stimulus Appear: (828.0172390099896, 446.88904756479053), (17.57458450402666, 7.824709153571559)
1541054760430, Stimulus Disappear: (824.1752863089796, 445.3028021753221), (17.136590209612454, 7.629701529696883)
1541054760526, Stimulus Appear: (821.6299617932298, 444.24855898128385), (16.845270713675315, 7.499997733516047)
1541054760623, Stimulus Disappear: (819.0836342787327, 443.191273944527), (16.55293616722968, 7.369842007731789)
1541054760718, Stimulus Appear: (816.5318159277153, 442.1291081762919), (16.259079045021313, 7.239008387542407)
1541054760830, Stimulus Disappear: (813.5796662187361, 440.8971070336265), (15.918022074168078, 7.08716004079411)
1541054760927, Stimulus Appear: (811.0659723891766, 439.8454161386159), (15.626702578230937, 6.957456244613271)
1541054761023, Stimulus Disappear: (808.5506969153749, 438.79064473837064), (15.3343680317853, 6.827300518829013)
1541054761118, Stimulus Appear: (806.029404215654, 437.73095779455736), (15.04051090957693, 6.696466898639631)
1541054761230, Stimulus Disappear: (803.1161625066454, 436.50360213292083), (14.699961463977942, 6.544844516693042)
1541054761326, Stimulus Appear: (800.6355918927097, 435.45609304546764), (14.409149493295043, 6.415366685313911)
1541054761422, Stimulus Disappear: (798.1399214510167, 434.3999825376645), (14.11579989634092, 6.284759029926237)
1541054761518, Stimulus Appear: (795.6506693283952, 433.3444021689029), (13.822450299386794, 6.154151374538564)
1541054761630, Stimulus Disappear: (792.7730322518088, 432.1214540045471), (13.482408379042052, 6.002754957393684)
1541054761727, Stimulus Appear: (790.3056693926305, 431.0706274184044), (13.190073832596418, 5.872599231609428)
1541054761821, Stimulus Disappear: (787.8356636991626, 430.0166456212808), (12.896724235642296, 5.7419915762217535)
1541054761918, Stimulus Appear: (785.384217894458, 428.9686136501184), (12.604897214450908, 5.6120618152392066)
1541054762030, Stimulus Disappear: (782.5347768159153, 427.74801686783576), (12.264855294106162, 5.460665398094324)
1541054762125, Stimulus Appear: (780.0952248493475, 426.700982007405), (11.973028272914775, 5.330735637111777)
1541054762221, Stimulus Disappear: (777.6524791812329, 425.6507505902118), (11.680186201214898, 5.200353946525812)
1541054762318, Stimulus Appear: (775.2106699516947, 424.59913507503677), (11.386836604260775, 5.0697462911381415)
1541054762430, Stimulus Disappear: (772.378064328812, 423.3770294333382), (11.045779633407538, 4.917897944389841)
1541054762525, Stimulus Appear: (769.9637625652822, 422.3335894867666), (10.754460137470396, 4.788194148209001)
1541054762622, Stimulus Disappear: (767.5331496070456, 421.28146114140173), (10.460603015262027, 4.65736052801962)
1541054762717, Stimulus Appear: (765.1406248602816, 420.24425332450716), (10.170806095087624, 4.5283346262439075)
1541054762830, Stimulus Disappear: (762.3095637140344, 419.0149774761395), (9.827211497963155, 4.375356455487065)
1541054762926, Stimulus Appear: (759.909666697255, 417.9713051702862), (9.535384476771771, 4.245426694504518)
1541054763021, Stimulus Disappear: (757.5097096492052, 416.9261700124107), (9.24304993032614, 4.115270968720264)
1541054763117, Stimulus Appear: (755.130360041664, 415.88863079584877), (8.952745484897484, 3.9860191021428406)
1541054763230, Stimulus Disappear: (752.3191358519748, 414.6610547918193), (8.609150887773026, 3.833040931386)
1541054763327, Stimulus Appear: (749.9354778308837, 413.61877671398), (8.317323866581631, 3.703111170403451)
1541054763421, Stimulus Disappear: (747.5636396461723, 412.58042827415545), (8.026511895898743, 3.5736333390243225)
1541054763517, Stimulus Appear: (745.1910637216185, 411.54056151563236), (7.735192399961598, 3.443929542843483)
1541054763630, Stimulus Disappear: (742.3928220721625, 410.31265093914834), (7.39109027758289, 3.2907254072849312)
1541054763727, Stimulus Appear: (740.0231045631834, 409.271577892287), (7.099263256391502, 3.1607956463023843)
1541054763822, Stimulus Disappear: (737.6563916008424, 408.23076555575153), (6.8074362352001145, 3.0308658853198374)
1541054763918, Stimulus Appear: (735.2966635048969, 407.19201259393697), (6.516116739262976, 2.9011620891389995)
1541054764029, Stimulus Disappear: (732.541629734737, 405.97802259557596), (6.175567293663981, 2.74953970719241)
1541054764127, Stimulus Appear: (730.1835840824559, 404.9379643284109), (5.8837402724726005, 2.619609946209863)
1541054764222, Stimulus Disappear: (727.8075398079869, 403.8890806649793), (5.589375625009978, 2.4885503612187705)
1541054764318, Stimulus Appear: (725.4543363580074, 402.84944496967313), (5.297548603818591, 2.3586206002362236)
1541054764429, Stimulus Disappear: (722.7110504881621, 401.63648009365636), (4.9569991582196025, 2.206998218289634)
1541054764525, Stimulus Appear: (720.3584206891599, 400.59544442733585), (4.664664611773965, 2.076842492505378)
1541054764622, Stimulus Disappear: (717.9955107615029, 399.5491595268542), (4.3708074895656, 1.9460088723159927)
1541054764718, Stimulus Appear: (715.6507579062662, 398.5102635360437), (4.078980468374212, 1.8160791113334476)
1541054764830, Stimulus Disappear: (712.916677442617, 397.29810521200307), (3.7384310227752238, 1.6644567293868562)
1541054764925, Stimulus Appear: (710.5795288130581, 396.2613255162937), (3.4471115268380785, 1.5347529332060184)
1541054765022, Stimulus Disappear: (708.2153353217884, 395.21203019097203), (3.152239354121221, 1.4034673834132185)
1541054765118, Stimulus Appear: (705.8809422714389, 394.1754927064056), (2.860919858184076, 1.2737635872323807)
1541054765230, Stimulus Disappear: (703.153556100371, 392.96392274387256), (2.5203704125850876, 1.1221412052857893)
1541054765325, Stimulus Appear: (700.8256433726044, 391.9294034624883), (2.229558441902192, 0.9926633739066624)
1541054765422, Stimulus Disappear: (698.4661678827798, 390.88052329689054), (1.9346862691853275, 0.8613778241138625)
1541054765518, Stimulus Appear: (696.135925773283, 389.8443512513512), (1.6433667732481894, 0.7316740279330212)
1541054765630, Stimulus Disappear: (693.4168080344156, 388.63495716727857), (1.3033248529034438, 0.5802776107881407)
1541054765726, Stimulus Appear: (691.059487799256, 387.5862669483915), (1.0084526801865792, 0.44899206099534084)
1541054765822, Stimulus Disappear: (688.7309888911882, 386.5502485777569), (0.7171331842494411, 0.319288264814503)
1541054765918, Stimulus Appear: (686.3946745230282, 385.51064665030793), (0.42479863780381066, 0.18913253903024696)
1541054766031, Remove Stimulus
1541054766040, Stimulus Disappear: (683.6691892854465, 384.29779668714514), (0.08374166695057284, 0.037284192281948236)
1541054766134, Stimulus Appear: (683.0, 384.0), (0.0, 0.0)
1541054766222, Stimulus Disappear: (683.0, 384.0), (0.0, 0.0)
1541054766317, Stimulus Appear: (683.0, 384.0), (0.0, 0.0)
1541054766429, Stimulus Disappear: (683.0, 384.0), (0.0, 0.0)
1541054766526, Stimulus Appear: (683.0, 384.0), (0.0, 0.0)
1541054766622, Stimulus Disappear: (683.0, 384.0), (0.0, 0.0)
1541054766717, Stimulus Appear: (683.0, 384.0), (0.0, 0.0)
1541054766829, Stimulus Disappear: (683.0, 384.0), (0.0, 0.0)
1541054766926, Stimulus Appear: (683.0, 384.0), (0.0, 0.0)
1541054767038, Add: (683.0, 384.0), (-41.10954559391704, 18.303148938411002), 0xffffffff
1541054767133, Stimulus Disappear: (286.2721451773882, 534.5831692179764), (-40.90856559323567, 18.213666876934326)
1541054767229, Stimulus Appear: (290.3301118327808, 533.4358834622615), (-40.617246097298526, 18.083963080753488)
1541054767327, Stimulus Disappear: (294.415638760832, 532.2723438119806), (-40.32135887407318, 17.95222560135727)
1541054767438, Stimulus Appear: (299.053032672337, 530.941291443529), (-39.98233200423692, 17.801281113815808)
1541054767533, Stimulus Disappear: (303.00124011202473, 529.7993410961341), (-39.69101250829978, 17.67157731763497)
1541054767630, Stimulus Appear: (306.9638074005504, 528.6451407054126), (-39.39614033558292, 17.54029176784217)
1541054767743, Stimulus Disappear: (310.8593437940593, 527.5025223543666), (-39.10380578913728, 17.410136042057914)
1541054767838, Stimulus Appear: (315.33682795022105, 526.1794386140913), (-38.76477891930103, 17.25919155451645)
1541054767933, Stimulus Disappear: (319.1570004299048, 525.0422906670217), (-38.47295189810964, 17.129261793533903)
1541054768030, Stimulus Appear: (322.98575390033926, 523.8948901314359), (-38.178079725392784, 16.997976243741103)
1541054768127, Stimulus Disappear: (326.1321366456943, 522.9461928148967), (-37.93396007810051, 16.88928717411918)
1541054768237, Stimulus Appear: (331.08057865868966, 521.4435314879859), (-37.5467183091109, 16.71687603041538)
1541054768333, Stimulus Disappear: (334.7758814221983, 520.3129145402432), (-37.25489128791951, 16.586946269432836)
1541054768430, Stimulus Appear: (338.4744265551096, 519.1740124290704), (-36.96052664045689, 16.455886684441744)
1541054768544, Stimulus Disappear: (342.11296669452764, 518.0464466134117), (-36.66869961926551, 16.325956923459195)
1541054768637, Stimulus Appear: (346.31801151543095, 516.7344746709678), (-36.328657698920765, 16.174560506314315)
1541054768733, Stimulus Disappear: (349.89144843488833, 515.6120858503803), (-36.03733820298362, 16.044856710133477)
1541054768830, Stimulus Appear: (353.4816418104108, 514.4774966201016), (-35.74246603026676, 15.913571160340677)
1541054768928, Stimulus Disappear: (356.42771277456035, 513.5412605612948), (-35.49885390822873, 15.805108055520463)
1541054769037, Stimulus Appear: (361.08024000249327, 512.0531498546535), (-35.11110461398487, 15.632470947014957)
1541054769134, Stimulus Disappear: (364.5887990225051, 510.92316458082377), (-34.81623244126801, 15.501185397222157)
1541054769230, Stimulus Appear: (368.0364844794106, 509.8062618905167), (-34.524405420076626, 15.37125563623961)
1541054769327, Stimulus Disappear: (370.89609664748775, 508.8749573382355), (-34.2807932980386, 15.262792531419397)
1541054769437, Stimulus Appear: (375.4136555333682, 507.3946110381399), (-33.89304400379474, 15.090155422913892)
1541054769534, Stimulus Disappear: (378.81585893419305, 506.27239456229785), (-33.59867935633213, 14.9590958379228)
1541054769630, Stimulus Appear: (382.16588383245005, 505.16120560924406), (-33.30685233514074, 14.829166076940252)
1541054769727, Stimulus Disappear: (384.93952094499224, 504.2365556088023), (-33.06374773835695, 14.720928936921748)
1541054769837, Stimulus Appear: (389.33763730970105, 502.7617174445645), (-32.67549091885885, 14.548065863614532)
1541054769934, Stimulus Disappear: (392.6524248455332, 501.6431551738225), (-32.38061874614199, 14.416780313821732)
1541054770030, Stimulus Appear: (395.9060956280773, 500.539362884915), (-32.089299250204846, 14.287076517640894)
1541054770127, Stimulus Disappear: (399.15031471210114, 499.43300316888894), (-31.796964703759215, 14.156920791856638)
1541054770238, Stimulus Appear: (402.8926835291765, 498.14960210635786), (-31.457430308668716, 14.005750339513465)
1541054770334, Stimulus Disappear: (406.12082629451373, 497.0363895332106), (-31.162558135951855, 13.874464789720665)
1541054770430, Stimulus Appear: (409.29040364398065, 495.93782592917745), (-30.871238640014717, 13.744760993539828)
1541054770526, Stimulus Disappear: (412.4626583019825, 494.83283545733195), (-30.57788904306059, 13.614153338152153)
1541054770638, Stimulus Appear: (416.1267818446784, 493.5496727261674), (-30.236832072207353, 13.462304991403855)
1541054770734, Stimulus Disappear: (419.2472720882169, 492.45111480628884), (-29.94449752576172, 13.332149265619599)
1541054770830, Stimulus Appear: (422.33873236687145, 491.3575473507424), (-29.65317802982458, 13.20244546943876)
1541054770925, Stimulus Disappear: (425.43904301759744, 490.2556301093349), (-29.35932090761621, 13.07161184924938)
1541054771037, Stimulus Appear: (429.0096823183294, 488.9800841532303), (-29.01877146201722, 12.919989467302788)
1541054771134, Stimulus Disappear: (432.05077911432346, 487.88826281238676), (-28.726944440825832, 12.790059706320243)
1541054771229, Stimulus Appear: (435.0696988617351, 486.79946092253783), (-28.43562494488869, 12.660355910139403)
1541054771325, Stimulus Disappear: (438.08247286165755, 485.70797785600257), (-28.143290398443057, 12.530200184355147)
1541054771438, Stimulus Appear: (441.59221714150135, 484.43029701713226), (-27.800710851827084, 12.377673943201723)
1541054771534, Stimulus Disappear: (444.55942610864827, 483.34496973190863), (-27.509391355889942, 12.247970147020883)
1541054771629, Stimulus Appear: (447.5160913811257, 482.2588206072918), (-27.217564334698558, 12.118040386038338)
1541054771725, Stimulus Disappear: (450.452204550077, 481.1756148680532), (-26.926244838761416, 11.988336589857498)
1541054771838, Stimulus Appear: (453.89069006211537, 479.90125690296856), (-26.583157766891194, 11.835584383902365)
1541054771934, Stimulus Disappear: (456.79925093646455, 478.8184194676667), (-26.29133074569981, 11.705654622919816)
1541054772029, Stimulus Appear: (459.6881901919753, 477.7384796538853), (-26.000011249762668, 11.575950826738978)
1541054772127, Stimulus Disappear: (462.61778751291047, 476.63887406542557), (-25.703108976028822, 11.443761417739342)
1541054772238, Stimulus Appear: (465.9352907966326, 475.38826435391155), (-25.36509715670106, 11.293268859801298)
1541054772334, Stimulus Disappear: (468.77965852801174, 474.31146432388994), (-25.07377766076392, 11.163565063620458)
1541054772429, Stimulus Appear: (471.61544545737473, 473.2337525152132), (-24.781950639572532, 11.033635302637911)
1541054772526, Stimulus Disappear: (474.4722064665608, 472.14389081479385), (-24.486570941601425, 10.902123788043404)
1541054772638, Stimulus Appear: (477.73461889505677, 470.89417071873567), (-24.14754407176517, 10.751179300501938)
1541054772734, Stimulus Disappear: (480.52899428736185, 469.81944012030203), (-23.855717050573787, 10.621249539519393)
1541054772829, Stimulus Appear: (483.3059828629244, 468.74748993518784), (-23.564397554636646, 10.491545743338554)
1541054772926, Stimulus Disappear: (486.10432303619575, 467.66338202247636), (-23.269525381919784, 10.360260193545754)
1541054773038, Stimulus Appear: (489.3207764519699, 466.41246894463336), (-22.92897593632079, 10.208637811599164)
1541054773134, Stimulus Disappear: (492.05944113565874, 465.3433347864627), (-22.63765644038365, 10.078934015418326)
1541054773229, Stimulus Appear: (494.78651622860696, 464.27506067603537), (-22.34633694444651, 9.949230219237487)
1541054773326, Stimulus Disappear: (497.5352642015191, 463.194622434258), (-22.05146477172965, 9.817944669444687)
1541054773438, Stimulus Appear: (500.6955902444015, 461.9478835498112), (-21.710915326130657, 9.666322287498097)
1541054773533, Stimulus Disappear: (503.38252278306993, 460.8841217252821), (-21.42010335544776, 9.536844456118967)
1541054773630, Stimulus Appear: (506.0960663717649, 459.8063324346), (-21.1252311827309, 9.405558906326167)
1541054773726, Stimulus Disappear: (508.7663394332379, 458.7423317494847), (-20.833911686793762, 9.27585511014533)
1541054773838, Stimulus Appear: (511.8701776757657, 457.5013736932766), (-20.493869766449013, 9.124458693000447)
1541054773934, Stimulus Disappear: (514.5229522432066, 456.43721260134515), (-20.202042745257625, 8.9945289320179)
1541054774030, Stimulus Appear: (517.1887400497699, 455.3645715716692), (-19.907678097795014, 8.86346934702681)
1541054774126, Stimulus Disappear: (519.8217725772076, 454.30193258288773), (-19.615851076603626, 8.733539586044262)
1541054774237, Stimulus Appear: (522.8823556700628, 453.0628140462525), (-19.275301631004634, 8.581917204097673)
1541054774334, Stimulus Disappear: (525.485876327388, 452.0054534535427), (-18.98448966032174, 8.452439372718542)
1541054774430, Stimulus Appear: (528.1164797449235, 450.93405520699656), (-18.689617487604878, 8.321153822925742)
1541054774525, Stimulus Disappear: (530.697400467679, 449.8799548498871), (-18.399313042176228, 8.191901956348323)
1541054774638, Stimulus Appear: (533.7363956251522, 448.6350813831733), (-18.056225970306006, 8.039149750393188)
1541054774735, Stimulus Disappear: (536.3120083045802, 447.576940640792), (-17.764398949114618, 7.909219989410641)
1541054774829, Stimulus Appear: (538.8747712736085, 446.5213049200444), (-17.47307945317748, 7.779516193229801)
1541054774925, Stimulus Disappear: (541.4293438473238, 445.46632195536074), (-17.18175995724034, 7.649812397048965)
1541054775038, Stimulus Appear: (544.4320208578707, 444.22285362670107), (-16.838165360115873, 7.496834226292123)
1541054775135, Stimulus Disappear: (546.9693316312438, 443.1692538174861), (-16.54684586417873, 7.367130430111283)
1541054775229, Stimulus Appear: (549.5033885815125, 442.11443665178865), (-16.255018842987347, 7.237200669128736)
1541054775325, Stimulus Disappear: (552.0299301844991, 441.06022683076407), (-15.96319182179596, 7.107270908146189)
1541054775438, Stimulus Appear: (554.9908746730022, 439.8216041248283), (-15.620104749925737, 6.954518702191054)
1541054775534, Stimulus Disappear: (557.4972689558658, 438.77050715222936), (-15.328785253988595, 6.824814906010216)
1541054775629, Stimulus Appear: (559.9966865610123, 437.71997957639826), (-15.037465758051454, 6.6951111098293765)
1541054775726, Stimulus Disappear: (562.5196413827917, 436.6572090701256), (-14.742593585334596, 6.5638255600365785)
1541054775838, Stimulus Appear: (565.4249339328427, 435.43050616072753), (-14.402044139735604, 6.412203178089989)
1541054775934, Stimulus Disappear: (567.898887318329, 434.3835421315329), (-14.111232169052709, 6.282725346710858)
1541054776029, Stimulus Appear: (570.3751375451942, 433.33344732742495), (-13.819405147861325, 6.152795585728311)
1541054776126, Stimulus Disappear: (572.8666426111621, 432.27474123592935), (-13.525040500398706, 6.021736000737219)
1541054776238, Stimulus Appear: (575.745670808386, 431.04874045724347), (-13.183983529545468, 5.869887653988922)
1541054776333, Stimulus Disappear: (578.1942141111168, 430.00388411919306), (-12.893171558862573, 5.7404098226097915)
1541054776429, Stimulus Appear: (580.6413327499598, 428.95768014538794), (-12.601852062925431, 5.610706026428952)
1541054776526, Stimulus Disappear: (583.1126358750995, 427.8991913147799), (-12.306979890208574, 5.479420476636154)
1541054776638, Stimulus Appear: (585.9556309617144, 426.67913560261695), (-11.966937969863828, 5.328024059491272)
1541054776733, Stimulus Disappear: (588.3855813534441, 425.6343726382132), (-11.675618473926686, 5.198320263310434)
1541054776829, Stimulus Appear: (590.8146509198458, 424.5882209004477), (-11.383791452735299, 5.068390502327887)
1541054776926, Stimulus Disappear: (593.2598011851251, 423.53339839529247), (-11.08942680527268, 4.937330917336794)
1541054777038, Stimulus Appear: (596.082458606201, 422.3135971494053), (-10.748877359673692, 4.785708535390205)
1541054777133, Stimulus Disappear: (598.4920137736535, 421.27056032516776), (-10.45755786373655, 4.656004739209365)
1541054777230, Stimulus Appear: (600.9263530060426, 420.2151950857601), (-10.16268569101969, 4.524719189416567)
1541054777326, Stimulus Disappear: (603.3269556165519, 419.1729209148608), (-9.871366195082551, 4.395015393235729)
1541054777438, Stimulus Appear: (606.1362039484557, 417.95134272481124), (-9.529801698975064, 4.242941081685721)
1541054777533, Stimulus Disappear: (608.5194317314063, 416.91347084008544), (-9.239497253546418, 4.1136892151083)
1541054777630, Stimulus Appear: (610.931983846432, 415.86142703480107), (-8.945132606083796, 3.9826296301172075)
1541054777726, Stimulus Disappear: (613.3198891430031, 414.818783318614), (-8.653305584892415, 3.8526998691346606)
1541054777837, Stimulus Appear: (616.0976607825273, 413.6042776365673), (-8.31326366454767, 3.70130345198978)
1541054777933, Stimulus Disappear: (618.4735869546714, 412.56412150199253), (-8.021944168610524, 3.5715996558089405)
1541054778030, Stimulus Appear: (620.8750232827653, 411.51157979102703), (-7.727071995893667, 3.4403141060161424)
1541054778126, Stimulus Disappear: (623.2442348633771, 410.47200406693014), (-7.4357524999565285, 3.3106103098353046)
1541054778237, Stimulus Appear: (626.0057253996538, 409.25890558771204), (-7.095710579611783, 3.1592138926904223)
1541054778334, Stimulus Disappear: (628.3724025764973, 408.2180963584886), (-6.803883558420395, 3.0292841317078754)
1541054778430, Stimulus Appear: (630.756747614184, 407.16848963022636), (-6.509518910957773, 2.898224546716783)
1541054778526, Stimulus Disappear: (633.1177797003689, 406.12817120414354), (-6.217691889766392, 2.768294785734236)
1541054778637, Stimulus Appear: (635.8656005106158, 404.916261100787), (-5.877649969421647, 2.6168983685893554)
1541054778734, Stimulus Disappear: (638.2415940684716, 403.8673818634956), (-5.583285321959032, 2.4858387835982647)
1541054778830, Stimulus Appear: (640.5947498729706, 402.8277503307619), (-5.291458300767644, 2.3559090226157178)
1541054778926, Stimulus Disappear: (642.9415998686296, 401.7901203241863), (-5.000138804830506, 2.226205226434878)
