320,  7682.98,  -4732.24,  6951.66
320,  7730.28,  -4632.02,  7329.35
320,  7643.13,  -4871.72,  7186.97
320,  7387.81,  -5303.17,  6991.85
320,  7678.07,  -5235.71,  7421.43
320,  7742.73,  -5095.08,  7825.68
320,  7671.42,  -5330.02,  7692.04
320,  7447.19,  -5718.60,  7540.41
320,  7697.13,  -5709.30,  7900.77
320,  7743.17,  -5584.40,  8306.60
320,  7701.83,  -5782.55,  8180.56
320,  7449.09,  -6201.84,  8013.48
320,  7716.29,  -5718.76,  8381.02
320,  7739.57,  -5589.28,  8766.05
320,  7701.02,  -5783.73,  8661.34
320,  7432.88,  -6194.36,  8474.70
320,  7722.48,  -5707.09,  8867.19
320,  7747.96,  -5590.85,  9245.75
320,  7683.19,  -5806.17,  9103.82
320,  7370.44,  -6274.00,  8895.35
320,  7636.94,  -5803.96,  9289.38
320,  7720.05,  -5634.48,  9701.51
320,  7636.69,  -5854.07,  9571.38
320,  7306.70,  -6336.97,  9310.65
320,  7653.03,  -6271.92,  9794.90
320,  7765.11,  -6059.85,  10247.63
320,  7734.63,  -6236.55,  10145.26
320,  7451.31,  -6674.15,  9947.76
320,  7633.73,  -6297.82,  10257.80
320,  7745.02,  -6082.57,  10705.51
320,  7686.95,  -6295.48,  10561.81
320,  7336.91,  -6305.61,  10315.55
320,  7617.36,  -5848.21,  10741.25
320,  7757.36,  -5571.23,  11224.20
320,  7721.35,  -5749.40,  11150.18
320,  7463.94,  -6173.44,  10967.12
320,  7741.62,  -5746.94,  11327.80
320,  7815.68,  -5542.49,  11722.09
320,  7669.16,  -5781.63,  11564.79
320,  7360.60,  -6270.14,  11339.67
320,  7703.31,  -6246.74,  11806.94
320,  7788.91,  -6029.20,  12226.00
320,  7714.27,  -6241.72,  12096.25
320,  7372.59,  -6256.85,  11849.28
320,  7615.94,  -5868.64,  12207.06
320,  7755.81,  -5564.46,  12657.91
320,  7705.32,  -5744.65,  12588.74
320,  7468.01,  -6162.61,  12432.47
320,  7651.60,  -5840.04,  12740.44
320,  7774.89,  -5548.43,  13181.21
320,  7714.72,  -5750.14,  13060.81
320,  7430.38,  -6201.22,  12876.71
320,  7633.25,  -5851.13,  13213.96
320,  7758.58,  -5577.00,  13660.95
320,  803.17,  1072.57,  4207.10
320,  422.09,  1004.19,  3911.05
320,  682.38,  1397.36,  4318.89
320,  913.15,  1807.20,  4373.90
320,  860.70,  1630.99,  4276.02
320,  518.76,  1607.93,  4028.62
320,  711.09,  1900.17,  4334.77
320,  920.02,  2302.20,  4376.17
320,  864.84,  2121.55,  4266.03
320,  550.92,  1634.20,  4041.98
320,  707.30,  1895.39,  4333.71
320,  933.58,  2308.70,  4372.00
320,  847.63,  2113.06,  4244.87
320,  524.20,  1624.29,  4016.80
320,  677.61,  1868.99,  4295.74
320,  929.48,  2292.34,  4365.25
320,  864.34,  2127.64,  4260.09
320,  578.95,  1667.05,  4075.40
320,  791.19,  1975.73,  4405.23
320,  923.90,  2317.53,  4877.45
320,  890.82,  2159.38,  4775.03
320,  610.36,  1714.44,  4596.93
320,  699.13,  1863.38,  4799.84
320,  919.03,  2303.32,  4848.17
320,  874.21,  2152.14,  4780.94
320,  553.65,  2146.59,  4560.83
320,  682.56,  2330.55,  4804.04
320,  927.58,  2798.22,  4873.95
320,  876.88,  2648.68,  4773.85
320,  494.48,  2582.99,  4477.28
320,  641.67,  2767.70,  4752.87
320,  933.45,  2788.49,  4870.35
320,  882.52,  2658.17,  4778.02
320,  549.32,  2169.84,  4559.65
320,  654.32,  2285.37,  4768.13
320,  923.55,  2295.44,  4850.05
320,  896.35,  2163.74,  4793.88
320,  559.76,  1682.67,  4594.28
320,  656.09,  1798.86,  4828.33
320,  940.48,  1832.21,  4934.03
320,  910.94,  1701.61,  4892.79
320,  620.69,  1253.96,  4709.04
320,  698.13,  1353.23,  4946.53
320,  943.77,  1359.81,  5024.64
320,  928.71,  1244.56,  4955.85
320,  657.01,  797.08,  4823.50
320,  736.43,  893.42,  5007.61
320,  926.81,  1312.74,  5466.07
320,  887.42,  1195.32,  5384.23
320,  630.97,  787.88,  5222.17
320,  653.62,  790.09,  5347.93
320,  894.02,  793.18,  5362.29
320,  861.31,  667.28,  5272.10
320,  541.68,  206.23,  5051.71
